Name,Salary,DOJ,Age,Gender,Dependents,HA,COLA,CPF,Gross Salary,Insurance,Marital Status,In Company Years,Year of Experience,Department,Position
QimNxjVq,126502,4/23/2003,52,Male,2,10923.8,29855.703163017024,18762.92437956204,148518.57878345496,Life,Widowed,21,31,Sales,National Sales Manager
wDkDXuMM,91909.36,3/17/2016,39,Female,3,6877.064,21691.50345498783,13632.10361459854,106845.82384038928,Medical,Divorced,8,18,Finance,Regional Account Head
NygGJlzR,125612.23,11/1/2017,54,Male,3,7440.777,29645.70878345498,18630.95265,144067.76312944037,Both,Divorced,6,33,Human Resources,Recruitment Manager
zJngVuXV,94838.36,10/23/2000,46,Male,2,4460.163999999999,22382.775961070554,14066.536315328463,107614.76364574207,None,Widowed,23,25,Marketing,Regional Marketing Manager
NJTjnTgQ,100696.01,6/19/2024,36,Other,2,9208.399,23765.23836982968,14935.34980437956,118734.29756545012,Medical,Married,0,15,Marketing,Regional Marketing Manager
uCdSjALr,58705.12,6/6/2023,26,Female,0,4712.487999999999,13854.979659367393,8707.211959124086,68565.3757,Both,Single,1,5,IT,QA Engineer II
ATOfxvbq,117855.71,1/17/2021,54,Other,2,12742.428999999998,27815.09457420924,17480.496548905106,140932.73702530414,Medical,Married,3,33,Marketing,National Marketing Manager
GyXvYcFX,148166.34,10/22/1991,55,Other,2,9046.366,34968.69824817517,21976.20458978102,170205.19965839415,Medical,Married,32,34,Sales,National Sales Manager
daLTDrPK,124400.44,2/1/2023,47,Female,4,10119.955999999998,29359.71454987834,18451.21855,145428.89200389295,None,Married,1,26,IT,IT Manager
TZPmfvUF,56852.97,5/17/2022,28,Female,1,5893.703,13417.85423357664,8432.498908029196,67732.02832554744,Life,Married,2,7,Sales,Sales Representative
gVlmYysf,142385.06,11/5/1992,55,Female,2,10034.494,33604.259902676386,21118.71838832117,164905.09551435523,None,Divorced,31,34,Marketing,National Marketing Manager
BFGePuKl,121365.05,10/1/1998,47,Male,3,8801.494999999999,28643.33296836982,18001.005956204375,140808.87201216543,Medical,Married,25,26,Marketing,National Marketing Manager
LWdeVOmi,98881.81,10/20/2009,37,Other,2,3808.819,23337.069513381983,14666.265541605835,111361.43297177614,Medical,Divorced,14,16,Marketing,Regional Marketing Manager
dysiBuKK,85151.43,10/5/2019,33,Female,2,4860.857,20096.56620437956,12629.759544525548,97479.09366,Both,Married,4,12,Finance,Senior Account Executive
oiAMkslE,112677.11,12/19/1993,51,Other,1,10629.289,26592.89457420924,16712.40054890511,133186.89302530413,Medical,Widowed,30,30,Human Resources,HR Director
aYdtOydy,21646.86,8/25/2023,22,Other,0,4878.314,5108.869635036495,3210.6875562043792,28423.35607883212,Both,Single,0,1,Human Resources,HR Intern
mJAUoGrc,129888.64,11/10/1993,59,Male,4,11201.136,30654.983163017023,19265.234779562044,152479.5244,Life,Married,30,38,Human Resources,Recruitment Manager
bVjtxrHe,131494.01,12/15/2022,59,Other,1,6793.598999999998,31033.866107055957,19503.345132846716,149818.12997420924,None,Married,1,38,Finance,Account Director
XyZDeSyl,118280.3,1/5/2010,57,Other,2,9860.97,27915.301946472013,17543.472233576642,138513.09971289535,None,Widowed,14,36,IT,Technical Lead
SmwuncEp,89271.49,6/5/2022,35,Male,2,7682.850999999999,21068.94046,13240.851655474453,104782.42980681264,Both,Married,2,14,IT,Software Engineer III
XqXAmfOx,78798.05,6/20/2018,35,Female,1,8684.195,18597.106690997563,11687.418802919708,94391.93288807783,None,Divorced,6,14,Marketing,Senior Marketing Executive
WeYqxVPK,80814.02,10/13/2004,42,Female,1,7672.597999999999,19072.89523114355,11986.429827737227,95573.08340340632,None,Divorced,19,21,Finance,Regional Account Head
frPEMKma,124186.68,8/18/1998,48,Other,3,11673.332,29309.265109489043,18419.513413138684,146749.76369635033,Life,Married,25,27,Marketing,National Marketing Manager
DHagzUnh,83450.23,10/23/2022,46,Other,3,5218.977000000001,19695.06644768856,12377.435573722623,95986.83787396592,Medical,Divorced,1,25,Human Resources,Senior HR
bzuGxTXv,59181.14,6/23/2022,25,Male,0,6063.886,13967.325012165446,8777.815801459852,70434.53521,Both,Single,2,4,Human Resources,HR Associate
MAZPBACx,74857.72,5/11/2023,26,Other,2,7081.227999999999,17667.15046,11102.984455474452,88503.11400681266,Medical,Married,1,5,IT,QA Engineer II
mXmHjsJN,89892.24,8/2/2012,42,Female,2,6245.776,21215.44350364963,13332.922020437956,104020.53748321168,Medical,Married,11,21,IT,QA Lead
ocTEZjTU,107762.39,3/12/2015,32,Female,3,8580.760999999999,25432.97282238442,15983.443538686131,125792.6802836983,None,Married,9,11,Marketing,Regional Marketing Manager
VAtojsqk,66742.07,10/17/2017,31,Female,2,6640.792999999999,15751.77807785888,9899.261769343066,79235.37930851582,Both,Married,6,10,Finance,Account Executive
NUdApulP,87007.81,11/22/2021,37,Male,1,8760.219,20534.689951338198,12905.099994160582,103397.6189571776,Life,Divorced,2,16,Marketing,Regional Marketing Manager
bUJHwWyf,74330.65,1/7/2016,30,Female,1,8941.935000000001,17542.75681265206,11024.808817518246,89790.533,Life,Married,8,9,IT,Software Engineer II
NBIunkcC,59983.55,2/24/2020,30,Other,0,4868.645,14156.701581508512,8896.830189781022,70112.06639,Life,Single,4,9,Human Resources,HR Executive
TbIPENWM,87991.25,6/18/2013,38,Male,4,6774.875,20766.791362530406,13050.964963503648,102481.95139902676,None,Married,11,17,Finance,Regional Account Head
zGHJgSTC,124326.96,1/22/2005,59,Other,3,11477.303999999998,29342.37255474452,18440.319906569344,146706.31664817515,Medical,Married,19,38,IT,IT Manager
NIcINDGD,112062.89,7/25/2005,57,Other,1,9515.711,26447.932676399018,16621.29872116788,131405.23495523114,Medical,Married,18,36,Sales,National Sales Manager
BgfdFYAp,65917.2,11/28/2019,27,Female,0,10237.28,15557.100729927002,9776.916087591238,81934.66464233576,Life,Single,4,6,Human Resources,HR Associate
HIzYOHJQ,119316.34,6/3/1999,53,Female,2,10774.366,28159.817469586367,17697.138896350363,140553.3846,None,Married,25,32,Sales,National Sales Manager
XFQbhqjs,108512.48,4/2/2018,42,Other,2,12053.752,25610.001362530405,16094.69776350365,130081.53559902674,Both,Divorced,6,21,Human Resources,Senior HR
NLrNYOmD,140297.79,12/18/2013,48,Male,2,5896.220999999998,33111.64386861313,20809.132064233578,158496.52280437952,Both,Married,10,27,Marketing,Marketing Director
IGyLEwAo,106900.39,9/20/2014,33,Other,1,11267.961,25229.53243309002,15855.59069,127542.2927411192,Both,Divorced,9,12,Human Resources,ERP Head
QfMngVia,144662.36,4/1/2020,51,Other,3,4153.764000000001,34141.72486618003,21456.49018,161501.3586822384,None,Divorced,4,30,Sales,Sales Director
yiXATVZh,108873.12,12/4/2015,33,Female,3,7934.688,25695.11591240875,16148.188309489047,126354.73560291968,Both,Divorced,8,12,IT,QA Lead
CNUWgyVy,97108.47,10/24/2005,42,Female,2,4135.153,22918.54401459853,14403.241681751824,109758.92533284672,Both,Married,18,21,IT,Software Engineer III
Ezzacsmn,93989.39,1/22/2013,46,Other,1,6577.061,22182.41078,13940.616093430655,108808.24568515817,None,Widowed,11,25,IT,Software Engineer III
zXSIkGnY,100129.88,1/8/2007,42,Female,3,12624.012,23631.626180048657,14851.38074160584,121534.13743844283,Medical,Divorced,17,21,IT,Software Engineer III
JoimWKMG,144689.71,8/6/2011,55,Female,2,9733.029,34148.179732360084,21460.54676788321,167110.3719644769,Life,Divorced,12,34,Human Resources,HR Director
EcldCILx,130685.77,9/6/1995,60,Female,1,7603.422999999999,30843.11360097323,19383.466032116787,149748.84056885645,Medical,Married,28,39,IT,IT Manager
yyatGbcf,91910,3/4/2007,42,Other,3,6204,21691.65450121654,13632.198540145984,106173.45596107056,Medical,Married,17,21,Marketing,Senior Marketing Executive
RvnrwpOb,140461.89,10/6/2004,60,Female,4,9230.810999999998,33150.37306569343,20833.47156788321,162009.6024978102,Medical,Married,19,39,Sales,National Sales Manager
PUgUSLQQ,125893.52,2/25/2010,54,Other,1,11656.648,29712.095961070558,18672.673915328465,148589.5900457421,Life,Divorced,14,33,Human Resources,HR Director
GyurescV,60940.31,10/26/2020,25,Male,4,9613.969,14382.506253041358,9038.737950364964,75898.0473,Both,Married,3,4,IT,QA Engineer II
FYcJvdOv,35293.05,2/24/2022,24,Male,1,8500.695,8329.503284671531,5234.706394160584,46888.54189051096,Both,Married,2,3,Sales,Business Development Representative
VBUBvdfj,139396.45,3/14/2012,56,Male,1,6642.354999999998,32898.91885644768,20675.444262773723,158262.27959367397,Medical,Married,12,35,IT,Technical Lead
CZRozRwq,93241.87,1/19/2022,32,Male,4,6928.813,22005.98878345498,13829.743054014598,108346.92872944038,Both,Married,2,11,Marketing,Senior Marketing Executive
jitbcbrD,81152.87,1/19/2012,38,Other,3,6313.713,19152.867128953763,12036.68845547445,94582.76167347933,Life,Married,12,17,Finance,Senior Account Executive
iZaZxGBT,46954.13,9/8/2023,29,Other,0,6298.587,11081.631654501212,6964.291398540146,57370.05725596107,Life,Single,0,8,IT,QA Engineer II
ahxCKefs,145455.35,7/27/2020,49,Other,3,6542.464999999998,34328.87822384427,21574.107386861317,164752.58583698297,Life,Divorced,3,28,Marketing,Marketing Director
IqiPsHVn,52761.02,2/20/2019,26,Male,1,6342.898,12452.114209245738,7825.576105109488,63730.45610413625,Life,Married,5,5,Marketing,Marketing Representative
KMNhRIbt,127343.04,6/21/2003,54,Other,1,11255.696,30054.19678832116,18887.66841459853,149765.26437372263,Life,Divorced,21,33,Marketing,National Marketing Manager
nBuWxfrM,65669.66,2/1/2014,30,Female,0,7888.034,15498.678880778583,9740.200666,79316.17221508517,Life,Single,10,9,Human Resources,HR Associate
lVwqolYd,144756.81,6/2/1990,59,Female,1,5719.319,34164.01598540145,21470.49911824817,163169.64586715325,Both,Married,34,38,Human Resources,Recruitment Manager
RbwDhgaE,62484.26,12/10/2021,25,Female,2,7993.574,14746.89347931873,9267.738417518249,75956.98906180049,Both,Married,2,4,Marketing,Marketing Representative
VBgrKjiH,140928.67,8/15/2011,58,Other,3,8732.132999999998,33260.53768856447,20902.704922627738,162018.63576593675,Medical,Married,12,37,Sales,Sales Director
EBmlGXIF,89432.67,11/6/2023,43,Female,4,7091.733,21106.98051,13264.758061313869,104366.62544963502,Life,Married,0,22,Sales,Senior Executive
ErPnSLhI,148102.29,4/26/2001,47,Other,2,9216.771,34953.58182481751,21966.704618978103,170305.93820583943,Medical,Married,23,26,Marketing,Marketing Director
xLYCLgEa,80768.32,2/2/2012,35,Other,1,9240.167999999998,19062.10958637469,11979.651550364964,97090.94603600974,Both,Divorced,12,14,Human Resources,ERP Head
FyKHrrAa,143418.81,8/27/2009,49,Other,2,9186.119,33848.23496350364,21272.04539562044,165181.1185678832,Both,Married,14,28,Sales,Sales Director
UQLMTAxf,105557.52,10/1/2018,46,Other,2,8893.248,24912.60204379561,15656.414645255474,123706.95539854014,None,Divorced,5,25,Sales,Regional Sales Manager
CrTMQoUS,123764.72,8/8/2007,60,Other,3,8728.527999999998,29209.678442822376,18356.927813138685,143345.9986296837,Life,Divorced,16,39,Finance,Account Director
PTreJIXT,146874.95,9/1/2011,51,Male,2,3557.5049999999974,34663.91763990267,21784.66411678832,163311.7085231144,Life,Married,12,30,Sales,National Sales Manager
TqoeTyfy,61609.52,12/5/2016,28,Female,3,11410.048,14540.446326034058,9137.995959124088,78422.01836690996,None,Married,7,7,IT,Software Engineer II
tpjjvRIc,98244.9,5/21/2014,35,Male,1,6656.51,23186.75255474452,14571.79830656934,113516.36424817516,Life,Married,10,14,Human Resources,Senior HR
sfJgxIVa,97013.85,11/19/2005,40,Other,1,6077.615,22896.212773722626,14389.207532846714,111598.47024087592,Medical,Married,18,19,Finance,Senior Account Executive
zkymYslH,80369.74,9/12/2020,32,Other,2,8654.025999999998,18968.040827250603,11920.533699270072,96071.27312798052,None,Divorced,3,11,Human Resources,ERP Head
fvuODkRD,109158.61,6/17/2014,37,Female,2,7549.138999999999,25762.49433090024,16190.53251970803,126279.7108111922,Both,Divorced,10,16,IT,Software Engineer III
sOuzmFDm,90078.51,6/26/2009,39,Male,2,5315.148999999999,21259.405036496344,13360.54980437956,103292.51423211678,Life,Married,15,18,Sales,Senior Executive
spyziRfT,102624.56,3/24/2021,41,Male,2,11896.544,24220.394939172744,15221.39459270073,123520.1043,Both,Married,3,20,Finance,Regional Account Head
wnIcDJIQ,66961.37,7/8/2021,26,Male,1,8867.863000000001,15803.535012165445,9931.788601459852,81700.97941,Medical,Married,3,5,IT,QA Engineer II
ZTjruDjQ,144692.35,1/13/1999,51,Other,1,7822.764999999999,34148.80279805352,21460.938335766423,165202.97946228707,Life,Married,25,30,Marketing,Marketing Director
iHTBlAwJ,111079.7,1/28/1993,56,Female,3,11638.03,26215.89026763989,16475.470832116785,132458.1494355231,Both,Divorced,31,35,Marketing,Marketing Director
ulkqEyQi,136394.01,7/1/2002,47,Female,2,7516.598999999998,32190.31379562043,20230.11885547445,155870.80394014597,Both,Widowed,22,26,Marketing,Marketing Director
VbHvHihd,47177.19,9/13/2016,29,Other,0,7914.281,11134.275985401457,6997.375918248175,59228.37106715329,Life,Single,7,8,IT,QA Engineer II
aYIkXUHQ,80035.34,12/6/2007,38,Female,4,5960.466,18889.119172749382,11870.935100729925,93013.99007201946,Both,Married,16,17,IT,Software Engineer III
RFUSaxTb,95861.83,10/22/2020,32,Male,4,6008.816999999999,22624.324841849146,14218.338581021895,110276.63326082724,Life,Married,3,11,Human Resources,Senior HR
VOciwYtD,83980.26,9/18/2022,33,Other,1,9158.974,19820.15868613138,12456.050242335765,100503.3424437956,Both,Divorced,1,12,Sales,Senior Executive
fHomVyYq,101080.82,8/6/2014,41,Male,1,9295.917999999998,23856.05727493917,14992.42527,119240.37000194647,None,Divorced,9,20,Marketing,Regional Marketing Manager
FoGeYhse,53364.74,10/22/2021,30,Female,0,7557.526,12594.598004866177,7915.120560583941,65601.74344428224,Both,Single,2,9,Human Resources,HR Associate
cqPUnADr,116338.47,11/15/1999,53,Male,1,12083.152999999998,27457.011167883204,17255.457740145983,138623.17642773723,Medical,Married,24,32,Finance,National Account Head
bCejgYEd,86212.12,11/8/2021,36,Female,3,5625.7880000000005,20346.899367396585,12787.082324087589,99397.72504,None,Married,2,15,Marketing,Senior Marketing Executive
NpSAZrYB,142924.59,9/28/2022,49,Female,3,3920.5409999999993,33731.59423357663,21198.74211,159377.9831255474,Both,Married,1,28,IT,Technical Lead
prhAvHYf,53783.89,2/28/2024,26,Other,0,4655.611,12693.521484184912,7977.2893781021885,63155.73310608273,Both,Single,0,5,Marketing,Marketing Representative
RNjkSluE,97280.6,4/10/2020,35,Other,2,6833.939999999999,22959.16836982968,14428.772204379562,112644.93616545013,Medical,Married,4,14,Human Resources,ERP Head
XwlMEwuj,84478.11,12/3/2015,36,Male,3,7613.189,19937.65613138685,12529.891935766424,99499.06319562045,Medical,Married,8,15,Human Resources,Senior HR
BBadlWWl,31533.56,11/27/2023,21,Other,0,7431.644,7442.227055961069,4677.094446715328,41730.33660924574,Life,Single,0,0,Sales,Sales Development Representative
UmDfqCZQ,121487.82,11/7/1999,48,Male,2,12611.218,28672.307883211677,18019.21535,144752.13053722627,Both,Divorced,24,27,Human Resources,Recruitment Manager
ixjuVrVL,74527.95,3/27/2019,29,Female,2,7291.205,17589.32153284671,11054.072583941605,88354.40394890509,Medical,Married,5,8,Finance,Account Executive
mOtUaqGx,110030.75,3/13/2016,52,Female,3,10030.925,25968.32785888077,16319.889343065692,129710.11351581509,None,Divorced,8,31,IT,Technical Lead
FAYuJWqk,81752.83,7/12/2019,41,Male,2,5986.717,19294.46352798053,12125.675223357664,94908.33530462287,Both,Married,5,20,Human Resources,Senior HR
HpmYaPAj,100040.94,11/17/2022,41,Male,4,8572.905999999999,23610.63547445255,14838.189056934303,117386.29241751826,Medical,Married,1,20,Marketing,Regional Marketing Manager
ODktQIvq,112392.44,3/24/2022,48,Other,1,8653.756,26525.70968369829,16670.177962043792,130901.72772165448,Both,Divorced,2,27,Human Resources,Recruitment Manager
zxlWvudb,131630.12,10/11/2023,54,Female,3,11090.988,31065.98939172749,19523.533127007297,154263.5642647202,Medical,Divorced,0,33,Finance,Account Director
CkKjPGaH,77388.42,5/23/2012,33,Female,3,8764.158,18264.42029,11478.340835036492,92938.65745693428,Medical,Married,12,12,Human Resources,Senior HR
juzgMcCK,105901.25,9/6/2023,32,Female,4,7613.875,24993.72566909975,15707.397080291968,122801.45358880778,None,Married,0,11,IT,QA Lead
YVGzGYFV,103794.27,8/1/2018,37,Female,1,10015.573,24496.45788321167,15394.88735,122911.4135372263,None,Married,5,16,Human Resources,Senior HR
yArIUolV,112437.01,1/14/1990,59,Male,3,12286.299,26536.228637469576,16676.78863649635,134582.7490009732,Life,Married,34,38,Human Resources,HR Director
UTncRURn,79031.53,4/14/2022,33,Male,4,5403.847,18652.21024,11722.04882919708,91365.53841,Medical,Married,2,12,Finance,Senior Account Executive
cjlKFEEc,107556.75,10/13/2011,40,Female,1,11378.325,25384.43978102189,15952.942773722623,128366.57200729928,Both,Divorced,12,19,Finance,Senior Account Executive
rESGGzxO,33254.68,10/14/2020,24,Female,3,7352.531999999999,7848.428126520679,4932.372975182481,43523.26715,None,Married,3,3,IT,Software Engineer I
mEDnbiMG,76172.24,8/19/2013,40,Other,3,7206.775999999999,17977.389975669095,11297.955597080292,90058.45037858881,Life,Married,10,19,Human Resources,Senior HR
OfeaKbPG,124566.19,1/17/2019,59,Male,2,10385.381,29398.833163017025,18475.802779562044,145874.60138345498,None,Widowed,5,38,Marketing,National Marketing Manager
wVjFDKeh,22161.87,12/2/2021,23,Male,0,7269.813,5230.417007299268,3287.074440875912,31375.025566423355,Medical,Single,2,2,Marketing,Marketing Intern
QWDbVKyM,62697.92,8/5/2023,25,Male,1,7993.208,14797.319318734788,9299.428718248177,76189.01860048661,Medical,Married,0,4,Marketing,Marketing Representative
sUYKstLk,112152.94,5/18/2022,58,Other,4,10971.705999999998,26469.18535279805,16634.655042335766,132959.1763104623,None,Married,2,37,Finance,National Account Head
LmtjINNp,92066.25,12/11/2021,44,Other,4,6113.375,21728.531021897805,13655.373722627735,106252.78229927008,None,Married,2,23,Marketing,Regional Marketing Manager
iHTmsUhr,70201.92,7/24/2019,30,Male,0,9966.808,16568.33635036496,10412.430762043794,86324.63358832117,Both,Single,4,9,Sales,Sales Executive
yaxnqegj,100954.55,3/28/2019,36,Other,1,8015.544999999998,23826.256326034058,14973.696759124086,117822.65456690996,Both,Married,5,15,Marketing,Regional Marketing Manager
ENEAiVtK,72495.3,9/25/2017,30,Male,4,8305.47,17109.59635036496,10752.587562043796,87157.77878832116,Life,Married,6,9,Marketing,Marketing Representative
KXCcLDDi,130479.23,4/6/1998,50,Other,3,7683.076999999999,30794.368150851573,19352.831778102187,149603.8433727494,None,Divorced,26,29,Human Resources,HR Director
QnMRyjZU,104610.39,12/24/2017,44,Female,4,8072.960999999999,24689.070145985395,15515.935217518248,121856.48592846715,Life,Married,6,23,Finance,Regional Account Head
kDcPWZuO,140635,11/27/2008,48,Other,1,8437.5,33191.22871046228,20859.147445255472,161404.5812652068,Life,Married,15,27,Human Resources,HR Director
hncSKWet,142247.68,5/2/2005,51,Female,2,4206.232,33571.83688564476,21098.34202627737,158927.4068593674,None,Married,19,30,IT,Technical Lead
